"LTER_site","local_site","year","collect_date","plot_num","fert","veg_class","snow","snow_recovery","USDA_Symbol","hits","simple_name","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"Niwot Ridge LTER","SDL snowfence",2016,"m",71,"NN","MM",1,0,"POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",71,"NN","MM",1,0,"SAGL",2,"Salix glauca","Salix glauca L.","grayleaf willow","Dicot","Salicaceae","Willow family","Perennial","Tree, Shrub"
"Niwot Ridge LTER","SDL snowfence",2016,"m",71,"NN","MM",1,0,"TRPAP",15,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",72,"NN","MM",1,0,"2BARE",30,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",72,"NN","MM",1,0,"2LTR",1,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",72,"NN","MM",1,0,"ARSC",4,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",72,"NN","MM",1,0,"DECE",38,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",72,"NN","MM",1,0,"GERO2",34,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",72,"NN","MM",1,0,"POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",72,"NN","MM",1,0,"SAGL",2,"Salix glauca","Salix glauca L.","grayleaf willow","Dicot","Salicaceae","Willow family","Perennial","Tree, Shrub"
"Niwot Ridge LTER","SDL snowfence",2016,"m",72,"NN","MM",1,0,"TRPAP",14,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",73,"NP","MM",1,0,"2LTR",1,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",73,"NP","MM",1,0,"ARSC",3,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",73,"NP","MM",1,0,"CAAQ",31,"Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",73,"NP","MM",1,0,"CASC12",60,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",73,"NP","MM",1,0,"DECE",3,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",73,"NP","MM",1,0,"GERO2",36,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",73,"NP","MM",1,0,"POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",73,"NP","MM",1,0,"PODI2",2,"Potentilla diversifolia","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",73,"NP","MM",1,0,"TRPAP",7,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",74,"NP","MM",1,1,"ARSC",3,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",74,"NP","MM",1,1,"CAAQ",19,"Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",74,"NP","MM",1,1,"CASC12",80,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",74,"NP","MM",1,1,"GERO2",22,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",74,"NP","MM",1,1,"POBI6",1,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",74,"NP","MM",1,1,"TRPAP",5,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"2BARE",4,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"2RF",2,"Rock, fragments",NA,"Rock, fragments",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"ARSC",3,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"CASC12",64,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"DECE",6,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"ERSI3",1,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"FEBR",1,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"GERO2",41,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"MELA3",2,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"ORALA",26,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",75,"NP","MM",1,1,"SIACS2",1,"Silene acaulis","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",76,"NP","MM",1,0,"2LTR",1,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",76,"NP","MM",1,0,"CALE4",2,"Caltha leptosepala","Caltha leptosepala DC.","white marsh marigold","Dicot","Ranunculaceae","Buttercup family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",76,"NP","MM",1,0,"CASC12",85,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",76,"NP","MM",1,0,"DECE",7,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",76,"NP","MM",1,0,"GERO2",51,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",76,"NP","MM",1,0,"POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",76,"NP","MM",1,0,"TRPAP",4,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"2RF",1,"Rock, fragments",NA,"Rock, fragments",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"ARSC",32,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"CAOC4",2,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"CASC12",30,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"CEARS2",1,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"DECE",25,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"ERSI3",1,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"FEBR",1,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"GERO2",64,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"LLSE",3,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"POBI6",1,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"PODI2",1,"Potentilla diversifolia","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",77,"PP","MM",1,1,"TRPAP",26,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",78,"PP","MM",1,1,"ARSC",13,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",78,"PP","MM",1,1,"CAAQ",47,"Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",78,"PP","MM",1,1,"CASC12",34,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",78,"PP","MM",1,1,"DECE",7,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",78,"PP","MM",1,1,"GERO2",43,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",78,"PP","MM",1,1,"POBI6",1,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",78,"PP","MM",1,1,"PODI2",4,"Potentilla diversifolia","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",78,"PP","MM",1,1,"SIPR",3,"Sibbaldia procumbens","Sibbaldia procumbens L.","creeping sibbaldia","Dicot","Rosaceae","Rose family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",78,"PP","MM",1,1,"TRPAP",16,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"AGME3",3,"Agrostis mertensii","Agrostis mertensii Trin.","northern bentgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"ARSC",19,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"CASC12",60,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"DECE",12,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"ERSI3",1,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"GERO2",24,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"LLSE",2,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"SAPL2",6,"Salix planifolia","Salix planifolia Pursh","diamondleaf willow","Dicot","Salicaceae","Willow family","Perennial","Tree, Subshrub, Shrub"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"TRPAP",43,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",79,"PP","MM",1,1,"TRSP2",2,"Trisetum spicatum","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"2BARE",11,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"2LTR",1,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"ANSE4",2,"Androsace septentrionalis","Androsace septentrionalis L.","pygmyflower rockjasmine","Dicot","Primulaceae","Primrose family","Annual, Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"ARSC",14,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"CASC12",6,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"DECE",20,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"ERSI3",12,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"GERO2",38,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"POAL2",13,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"POBI6",3,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",80,"PP","MM",1,0,"PODI2",7,"Potentilla diversifolia","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"2BARE",5,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"2LTR",1,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"AGME3",9,"Agrostis mertensii","Agrostis mertensii Trin.","northern bentgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"ANSE4",1,"Androsace septentrionalis","Androsace septentrionalis L.","pygmyflower rockjasmine","Dicot","Primulaceae","Primrose family","Annual, Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"ARSC",10,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"CAAQ",6,"Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"CAPU",1,"Calamagrostis purpurascens","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"DECE",51,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"ERSI3",4,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"GERO2",26,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"POAL2",2,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"RHIN11",10,"Rhodiola integrifolia","Rhodiola integrifolia Raf.","ledge stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",81,"CC","MM",1,1,"TRPAP",25,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",82,"CC","MM",1,1,"2BARE",7,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",82,"CC","MM",1,1,"2LTR",2,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",82,"CC","MM",1,1,"ARSC",20,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",82,"CC","MM",1,1,"CAAQ",4,"Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",82,"CC","MM",1,1,"CAOC4",1,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",82,"CC","MM",1,1,"CASC12",7,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",82,"CC","MM",1,1,"CEARS2",3,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",82,"CC","MM",1,1,"DECE",31,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
